1720351301.355981, start program
1720351313.418406, after load data
1720351317.050372, Start training
1720351324.985400, Epoch 1.0 ended. Steps: 12
1720351326.367004, Evaluate
1720351328.040458, Epoch 1.0. Saved. Steps: 12
1720351335.430694, Epoch 2.0 ended. Steps: 24
1720351336.881111, Evaluate
1720351338.583049, Epoch 2.0. Saved. Steps: 24
1720351345.966163, Epoch 3.0 ended. Steps: 36
1720351347.613920, Evaluate
1720351349.298065, Epoch 3.0. Saved. Steps: 36
1720351356.687494, Epoch 4.0 ended. Steps: 48
1720351358.251884, Evaluate
1720351359.963879, Epoch 4.0. Saved. Steps: 48
1720351367.430903, Epoch 5.0 ended. Steps: 60
1720351369.121521, Evaluate
1720351370.809630, Epoch 5.0. Saved. Steps: 60
1720351370.810517, End training
1720351372.203638, Evaluate
