1720478466.586807, start program
1720478478.870817, after load data
1720478484.642429, Start training
1720478492.820008, Epoch 1.0 ended. Steps: 12
1720478494.246255, Evaluate
1720478496.967689, Epoch 1.0. Saved. Steps: 12
1720478504.421326, Epoch 2.0 ended. Steps: 24
1720478506.121794, Evaluate
1720478508.810773, Epoch 2.0. Saved. Steps: 24
1720478516.244087, Epoch 3.0 ended. Steps: 36
1720478517.675597, Evaluate
1720478520.354171, Epoch 3.0. Saved. Steps: 36
1720478527.801811, Epoch 4.0 ended. Steps: 48
1720478529.087317, Evaluate
1720478531.763422, Epoch 4.0. Saved. Steps: 48
1720478539.245960, Epoch 5.0 ended. Steps: 60
1720478540.514199, Evaluate
1720478543.170342, Epoch 5.0. Saved. Steps: 60
1720478543.171511, End training
1720478544.497263, Evaluate
1720478544.497598, Exit
