1720351979.446361, start program
1720351992.403992, after load data
1720351996.009359, Start training
1720352003.945955, Epoch 1.0 ended. Steps: 12
1720352005.621353, Evaluate
1720352007.275917, Epoch 1.0. Saved. Steps: 12
1720352014.676350, Epoch 2.0 ended. Steps: 24
1720352016.459939, Evaluate
1720352018.139506, Epoch 2.0. Saved. Steps: 24
1720352025.547827, Epoch 3.0 ended. Steps: 36
1720352027.030445, Evaluate
1720352028.705953, Epoch 3.0. Saved. Steps: 36
1720352036.110214, Epoch 4.0 ended. Steps: 48
1720352037.726553, Evaluate
1720352039.444434, Epoch 4.0. Saved. Steps: 48
1720352046.857827, Epoch 5.0 ended. Steps: 60
1720352048.542506, Evaluate
1720352050.265561, Epoch 5.0. Saved. Steps: 60
1720352050.266394, End training
1720352051.765943, Evaluate
