1720921618.678184, start program
1720921626.634701, after load data
1720921632.945661, Start training
1720921641.029061, Epoch 2.0 ended. Steps: 24
1720921642.732293, Evaluate
1720921645.292487, Epoch 2.0. Saved. Steps: 24
1720921652.769977, Epoch 3.0 ended. Steps: 36
1720921654.296780, Evaluate
1720921656.847958, Epoch 3.0. Saved. Steps: 36
1720921664.279160, Epoch 4.0 ended. Steps: 48
1720921665.747250, Evaluate
1720921668.271371, Epoch 4.0. Saved. Steps: 48
1720921675.733219, Epoch 5.0 ended. Steps: 60
1720921677.433224, Evaluate
1720921679.969625, Epoch 5.0. Saved. Steps: 60
1720921679.970817, End training
1720921681.686650, Evaluate
1720921681.686988, Exit
