1720353250.840555, start program
1720353264.652442, after load data
1720353268.338944, Start training
1720353276.333295, Epoch 1.0 ended. Steps: 12
1720353278.053437, Evaluate
1720353279.750054, Epoch 1.0. Saved. Steps: 12
1720353287.152242, Epoch 2.0 ended. Steps: 24
1720353288.769806, Evaluate
1720353290.462035, Epoch 2.0. Saved. Steps: 24
1720353297.886283, Epoch 3.0 ended. Steps: 36
1720353299.492197, Evaluate
1720353301.168962, Epoch 3.0. Saved. Steps: 36
1720353308.596482, Epoch 4.0 ended. Steps: 48
1720353310.158455, Evaluate
1720353311.868233, Epoch 4.0. Saved. Steps: 48
1720353319.301868, Epoch 5.0 ended. Steps: 60
1720353321.048126, Evaluate
1720353322.824987, Epoch 5.0. Saved. Steps: 60
1720353322.825834, End training
1720353324.156946, Evaluate
