1720913260.070775, start program
1720913267.869043, after load data
1720913274.174857, Start training
1720913282.273391, Epoch 3.0 ended. Steps: 36
1720913283.854206, Evaluate
1720913286.505303, Epoch 3.0. Saved. Steps: 36
1720913294.002273, Epoch 4.0 ended. Steps: 48
1720913295.399848, Evaluate
1720913298.058753, Epoch 4.0. Saved. Steps: 48
1720913305.486329, Epoch 5.0 ended. Steps: 60
1720913306.975785, Evaluate
1720913309.590856, Epoch 5.0. Saved. Steps: 60
1720913309.592040, End training
1720913311.224933, Evaluate
1720913311.225271, Exit
