1716814376.541007, start program
1716814383.652492, after load data
1716814385.118438, Start training
1716814392.909612, Epoch 2.0 ended. Steps: 24
1716814394.511268, Evaluate
1716814396.175319, Epoch 2.0. Saved. Steps: 24
1716814403.568476, Epoch 3.0 ended. Steps: 36
1716814404.737540, Evaluate
1716814406.414666, Epoch 3.0. Saved. Steps: 36
1716814413.806982, Epoch 4.0 ended. Steps: 48
1716814415.177984, Evaluate
1716814416.849536, Epoch 4.0. Saved. Steps: 48
1716814424.240716, Epoch 5.0 ended. Steps: 60
1716814425.456329, Evaluate
1716814427.156581, Epoch 5.0. Saved. Steps: 60
1716814427.157480, End training
1716814428.413550, Evaluate
