1720916670.785440, start program
1720916677.950907, after load data
1720916684.250179, Start training
1720916692.372461, Epoch 3.0 ended. Steps: 36
1720916694.049347, Evaluate
1720916696.683054, Epoch 3.0. Saved. Steps: 36
1720916704.174116, Epoch 4.0 ended. Steps: 48
1720916705.673177, Evaluate
1720916708.275255, Epoch 4.0. Saved. Steps: 48
1720916715.712604, Epoch 5.0 ended. Steps: 60
1720916717.187666, Evaluate
1720916719.771150, Epoch 5.0. Saved. Steps: 60
1720916719.772357, End training
1720916721.298234, Evaluate
1720916721.298567, Exit
