1720353662.736158, start program
1720353675.153614, after load data
1720353678.817283, Start training
1720353686.752297, Epoch 1.0 ended. Steps: 12
1720353688.370888, Evaluate
1720353690.033821, Epoch 1.0. Saved. Steps: 12
1720353697.472615, Epoch 2.0 ended. Steps: 24
1720353698.902892, Evaluate
1720353700.592103, Epoch 2.0. Saved. Steps: 24
1720353707.991959, Epoch 3.0 ended. Steps: 36
1720353709.226394, Evaluate
1720353710.895197, Epoch 3.0. Saved. Steps: 36
1720353718.318018, Epoch 4.0 ended. Steps: 48
1720353719.682338, Evaluate
1720353721.684104, Epoch 4.0. Saved. Steps: 48
1720353729.124022, Epoch 5.0 ended. Steps: 60
1720353730.547876, Evaluate
1720353733.402538, Epoch 5.0. Saved. Steps: 60
1720353733.403765, End training
1720353734.813997, Evaluate
