1720357265.703000, start program
1720357272.107353, after load data
1720357273.524766, Start training
1720357281.354376, Epoch 2.0 ended. Steps: 24
1720357282.974438, Evaluate
1720357284.619353, Epoch 2.0. Saved. Steps: 24
1720357292.016625, Epoch 3.0 ended. Steps: 36
1720357293.423578, Evaluate
1720357295.092704, Epoch 3.0. Saved. Steps: 36
1720357302.491616, Epoch 4.0 ended. Steps: 48
1720357304.112896, Evaluate
1720357305.777081, Epoch 4.0. Saved. Steps: 48
1720357313.194472, Epoch 5.0 ended. Steps: 60
1720357314.650797, Evaluate
1720357316.285722, Epoch 5.0. Saved. Steps: 60
1720357316.286564, End training
1720357317.477423, Evaluate
