1720921122.704244, start program
1720921129.899643, after load data
1720921136.260966, Start training
1720921144.385456, Epoch 2.0 ended. Steps: 24
1720921146.052725, Evaluate
1720921148.706614, Epoch 2.0. Saved. Steps: 24
1720921156.170768, Epoch 3.0 ended. Steps: 36
1720921157.860264, Evaluate
1720921160.501383, Epoch 3.0. Saved. Steps: 36
1720921167.971480, Epoch 4.0 ended. Steps: 48
1720921169.617099, Evaluate
1720921172.231331, Epoch 4.0. Saved. Steps: 48
1720921179.718522, Epoch 5.0 ended. Steps: 60
1720921181.419241, Evaluate
1720921184.043241, Epoch 5.0. Saved. Steps: 60
1720921184.044399, End training
1720921185.463703, Evaluate
1720921185.464044, Exit
