1716812161.011037, start program
1716812173.749921, after load data
1716812177.470170, Start training
1716812185.608370, Epoch 1.0 ended. Steps: 12
1716812186.981666, Evaluate
1716812188.668933, Epoch 1.0. Saved. Steps: 12
1716812196.098149, Epoch 2.0 ended. Steps: 24
1716812197.653695, Evaluate
1716812199.364426, Epoch 2.0. Saved. Steps: 24
1716812206.787671, Epoch 3.0 ended. Steps: 36
1716812208.417010, Evaluate
1716812210.085200, Epoch 3.0. Saved. Steps: 36
1716812217.482978, Epoch 4.0 ended. Steps: 48
1716812219.131740, Evaluate
1716812220.838617, Epoch 4.0. Saved. Steps: 48
1716812228.254681, Epoch 5.0 ended. Steps: 60
1716812230.024912, Evaluate
1716812231.755823, Epoch 5.0. Saved. Steps: 60
1716812231.756684, End training
1716812233.085543, Evaluate
