1720915207.578778, start program
1720915214.807667, after load data
1720915221.093714, Start training
1720915229.218470, Epoch 3.0 ended. Steps: 36
1720915230.851783, Evaluate
1720915233.485049, Epoch 3.0. Saved. Steps: 36
1720915240.928047, Epoch 4.0 ended. Steps: 48
1720915242.221769, Evaluate
1720915244.841657, Epoch 4.0. Saved. Steps: 48
1720915252.302946, Epoch 5.0 ended. Steps: 60
1720915253.817759, Evaluate
1720915256.441286, Epoch 5.0. Saved. Steps: 60
1720915256.442428, End training
1720915257.980987, Evaluate
1720915257.981318, Exit
