1720351437.500109, start program
1720351449.411184, after load data
1720351453.072507, Start training
1720351460.985395, Epoch 1.0 ended. Steps: 12
1720351462.284336, Evaluate
1720351463.958837, Epoch 1.0. Saved. Steps: 12
1720351471.323501, Epoch 2.0 ended. Steps: 24
1720351472.663082, Evaluate
1720351474.361040, Epoch 2.0. Saved. Steps: 24
1720351481.787719, Epoch 3.0 ended. Steps: 36
1720351483.060108, Evaluate
1720351484.720421, Epoch 3.0. Saved. Steps: 36
1720351492.136703, Epoch 4.0 ended. Steps: 48
1720351493.423832, Evaluate
1720351495.170460, Epoch 4.0. Saved. Steps: 48
1720351502.623709, Epoch 5.0 ended. Steps: 60
1720351504.208913, Evaluate
1720351505.892899, Epoch 5.0. Saved. Steps: 60
1720351505.893785, End training
1720351507.232585, Evaluate
