1720916432.151299, start program
1720916445.024444, after load data
1720916450.781255, Start training
1720916458.931658, Epoch 1.0 ended. Steps: 12
1720916460.613392, Evaluate
1720916463.336676, Epoch 1.0. Saved. Steps: 12
1720916470.772725, Epoch 2.0 ended. Steps: 24
1720916472.468977, Evaluate
1720916475.171125, Epoch 2.0. Saved. Steps: 24
1720916475.171218, Exit
