1720917153.315502, start program
1720917160.284454, after load data
1720917166.620651, Start training
1720917174.782023, Epoch 2.0 ended. Steps: 24
1720917176.252628, Evaluate
1720917178.865799, Epoch 2.0. Saved. Steps: 24
1720917186.344352, Epoch 3.0 ended. Steps: 36
1720917187.844972, Evaluate
1720917190.449648, Epoch 3.0. Saved. Steps: 36
1720917197.938061, Epoch 4.0 ended. Steps: 48
1720917199.400794, Evaluate
1720917201.973715, Epoch 4.0. Saved. Steps: 48
1720917209.449621, Epoch 5.0 ended. Steps: 60
1720917210.862930, Evaluate
1720917213.445872, Epoch 5.0. Saved. Steps: 60
1720917213.447032, End training
1720917215.173073, Evaluate
1720917215.173407, Exit
