1720357981.889292, start program
1720357994.013587, after load data
1720357997.719456, Start training
1720358005.813034, Epoch 1.0 ended. Steps: 12
1720358007.496643, Evaluate
1720358009.249871, Epoch 1.0. Saved. Steps: 12
1720358017.100578, Epoch 2.0 ended. Steps: 24
1720358018.516510, Evaluate
1720358020.225201, Epoch 2.0. Saved. Steps: 24
1720358027.750132, Epoch 3.0 ended. Steps: 36
1720358029.233369, Evaluate
1720358030.926322, Epoch 3.0. Saved. Steps: 36
1720358038.501705, Epoch 4.0 ended. Steps: 48
1720358040.084250, Evaluate
1720358041.823347, Epoch 4.0. Saved. Steps: 48
1720358049.639600, Epoch 5.0 ended. Steps: 60
1720358051.349856, Evaluate
1720358053.125688, Epoch 5.0. Saved. Steps: 60
1720358053.126580, End training
1720358054.577120, Evaluate
