1720911579.308865, start program
1720911591.476627, after load data
1720911597.196327, Start training
1720911605.359453, Epoch 1.0 ended. Steps: 12
1720911607.036123, Evaluate
1720911609.760966, Epoch 1.0. Saved. Steps: 12
1720911617.203570, Epoch 2.0 ended. Steps: 24
1720911618.691145, Evaluate
1720911621.385363, Epoch 2.0. Saved. Steps: 24
1720911628.814870, Epoch 3.0 ended. Steps: 36
1720911630.420236, Evaluate
1720911633.092320, Epoch 3.0. Saved. Steps: 36
1720911640.560044, Epoch 4.0 ended. Steps: 48
1720911642.093818, Evaluate
1720911644.769442, Epoch 4.0. Saved. Steps: 48
1720911652.231386, Epoch 5.0 ended. Steps: 60
1720911653.912565, Evaluate
1720911656.571209, Epoch 5.0. Saved. Steps: 60
1720911656.572387, End training
1720911658.316956, Evaluate
1720911658.317285, Exit
