1720482728.369631, start program
1720482741.558922, after load data
1720482747.384445, Start training
1720482755.583722, Epoch 1.0 ended. Steps: 12
1720482757.245440, Evaluate
1720482759.953873, Epoch 1.0. Saved. Steps: 12
1720482767.451951, Epoch 2.0 ended. Steps: 24
1720482769.136339, Evaluate
1720482771.861215, Epoch 2.0. Saved. Steps: 24
1720482771.861304, Exit
