1720478311.282814, start program
1720478322.597063, after load data
1720478328.361396, Start training
1720478336.518295, Epoch 1.0 ended. Steps: 12
1720478337.750666, Evaluate
1720478340.463863, Epoch 1.0. Saved. Steps: 12
1720478347.912444, Epoch 2.0 ended. Steps: 24
1720478349.358943, Evaluate
1720478352.050003, Epoch 2.0. Saved. Steps: 24
1720478359.478556, Epoch 3.0 ended. Steps: 36
1720478360.967770, Evaluate
1720478363.642171, Epoch 3.0. Saved. Steps: 36
1720478371.127830, Epoch 4.0 ended. Steps: 48
1720478372.899837, Evaluate
1720478375.569067, Epoch 4.0. Saved. Steps: 48
1720478383.011296, Epoch 5.0 ended. Steps: 60
1720478384.230630, Evaluate
1720478386.879818, Epoch 5.0. Saved. Steps: 60
1720478386.880978, End training
1720478388.096039, Evaluate
1720478388.096366, Exit
