1716814023.083889, start program
1716814029.184565, after load data
1716814030.657128, Start training
1716814038.444752, Epoch 2.0 ended. Steps: 24
1716814039.814129, Evaluate
1716814041.458349, Epoch 2.0. Saved. Steps: 24
1716814048.851877, Epoch 3.0 ended. Steps: 36
1716814050.238663, Evaluate
1716814051.922830, Epoch 3.0. Saved. Steps: 36
1716814059.333725, Epoch 4.0 ended. Steps: 48
1716814060.837479, Evaluate
1716814062.479360, Epoch 4.0. Saved. Steps: 48
1716814069.889809, Epoch 5.0 ended. Steps: 60
1716814071.377114, Evaluate
1716814073.082890, Epoch 5.0. Saved. Steps: 60
1716814073.083761, End training
1716814074.537530, Evaluate
