1716814851.529033, start program
1716814858.167071, after load data
1716814859.653718, Start training
1716814867.429385, Epoch 2.0 ended. Steps: 24
1716814868.914748, Evaluate
1716814870.804312, Epoch 2.0. Saved. Steps: 24
1716814878.187635, Epoch 3.0 ended. Steps: 36
1716814879.621269, Evaluate
1716814881.295744, Epoch 3.0. Saved. Steps: 36
1716814888.711225, Epoch 4.0 ended. Steps: 48
1716814890.021184, Evaluate
1716814892.386819, Epoch 4.0. Saved. Steps: 48
1716814899.808835, Epoch 5.0 ended. Steps: 60
1716814901.125623, Evaluate
1716814903.866243, Epoch 5.0. Saved. Steps: 60
1716814903.867504, End training
1716814905.109483, Evaluate
