1720912773.597916, start program
1720912780.296976, after load data
1720912786.615636, Start training
1720912794.705112, Epoch 3.0 ended. Steps: 36
1720912796.134208, Evaluate
1720912798.758641, Epoch 3.0. Saved. Steps: 36
1720912806.251817, Epoch 4.0 ended. Steps: 48
1720912807.682975, Evaluate
1720912810.300459, Epoch 4.0. Saved. Steps: 48
1720912817.741662, Epoch 5.0 ended. Steps: 60
1720912819.215206, Evaluate
1720912821.783010, Epoch 5.0. Saved. Steps: 60
1720912821.784197, End training
1720912823.416061, Evaluate
1720912823.416393, Exit
