1720352696.906193, start program
1720352710.346945, after load data
1720352713.992180, Start training
1720352721.964190, Epoch 1.0 ended. Steps: 12
1720352723.378185, Evaluate
1720352725.049969, Epoch 1.0. Saved. Steps: 12
1720352732.481449, Epoch 2.0 ended. Steps: 24
1720352734.243058, Evaluate
1720352735.940022, Epoch 2.0. Saved. Steps: 24
1720352743.368004, Epoch 3.0 ended. Steps: 36
1720352745.052242, Evaluate
1720352746.748251, Epoch 3.0. Saved. Steps: 36
1720352754.157388, Epoch 4.0 ended. Steps: 48
1720352755.812754, Evaluate
1720352757.533199, Epoch 4.0. Saved. Steps: 48
1720352764.956097, Epoch 5.0 ended. Steps: 60
1720352766.803584, Evaluate
1720352768.476501, Epoch 5.0. Saved. Steps: 60
1720352768.477350, End training
1720352769.739971, Evaluate
