1720919142.914373, start program
1720919151.004479, after load data
1720919157.359537, Start training
1720919165.491455, Epoch 2.0 ended. Steps: 24
1720919166.995312, Evaluate
1720919169.554816, Epoch 2.0. Saved. Steps: 24
1720919177.047334, Epoch 3.0 ended. Steps: 36
1720919178.789217, Evaluate
1720919181.333233, Epoch 3.0. Saved. Steps: 36
1720919188.795859, Epoch 4.0 ended. Steps: 48
1720919190.451394, Evaluate
1720919192.967990, Epoch 4.0. Saved. Steps: 48
1720919200.460423, Epoch 5.0 ended. Steps: 60
1720919202.117838, Evaluate
1720919204.667775, Epoch 5.0. Saved. Steps: 60
1720919204.668987, End training
1720919206.151591, Evaluate
1720919206.151929, Exit
