1720914234.854150, start program
1720914242.489919, after load data
1720914248.844369, Start training
1720914256.969898, Epoch 3.0 ended. Steps: 36
1720914258.467939, Evaluate
1720914261.096179, Epoch 3.0. Saved. Steps: 36
1720914268.592416, Epoch 4.0 ended. Steps: 48
1720914270.213287, Evaluate
1720914272.831136, Epoch 4.0. Saved. Steps: 48
1720914280.310836, Epoch 5.0 ended. Steps: 60
1720914281.724567, Evaluate
1720914284.336697, Epoch 5.0. Saved. Steps: 60
1720914284.337874, End training
1720914285.789940, Evaluate
1720914285.790268, Exit
