1720353800.110230, start program
1720353812.515079, after load data
1720353816.131598, Start training
1720353824.087313, Epoch 1.0 ended. Steps: 12
1720353825.794097, Evaluate
1720353827.441127, Epoch 1.0. Saved. Steps: 12
1720353834.815585, Epoch 2.0 ended. Steps: 24
1720353836.139303, Evaluate
1720353838.122205, Epoch 2.0. Saved. Steps: 24
1720353845.528450, Epoch 3.0 ended. Steps: 36
1720353846.943494, Evaluate
1720353848.658299, Epoch 3.0. Saved. Steps: 36
1720353856.047575, Epoch 4.0 ended. Steps: 48
1720353857.484523, Evaluate
1720353859.507663, Epoch 4.0. Saved. Steps: 48
1720353866.946395, Epoch 5.0 ended. Steps: 60
1720353868.241276, Evaluate
1720353870.797234, Epoch 5.0. Saved. Steps: 60
1720353870.798487, End training
1720353872.208130, Evaluate
