1720479854.116323, start program
1720479861.151275, after load data
1720479863.199345, Start training
1720479871.316106, Epoch 2.0 ended. Steps: 24
1720479872.864724, Evaluate
1720479875.519728, Epoch 2.0. Saved. Steps: 24
1720479882.986553, Epoch 3.0 ended. Steps: 36
1720479884.332196, Evaluate
1720479886.976638, Epoch 3.0. Saved. Steps: 36
1720479894.421658, Epoch 4.0 ended. Steps: 48
1720479895.842208, Evaluate
1720479898.474477, Epoch 4.0. Saved. Steps: 48
1720479905.936839, Epoch 5.0 ended. Steps: 60
1720479907.431243, Evaluate
1720479910.052278, Epoch 5.0. Saved. Steps: 60
1720479910.053445, End training
1720479911.504269, Evaluate
1720479911.504608, Exit
