1720913747.595446, start program
1720913754.618338, after load data
1720913760.899060, Start training
1720913769.015111, Epoch 3.0 ended. Steps: 36
1720913770.542328, Evaluate
1720913773.171553, Epoch 3.0. Saved. Steps: 36
1720913780.619323, Epoch 4.0 ended. Steps: 48
1720913782.165816, Evaluate
1720913784.771235, Epoch 4.0. Saved. Steps: 48
1720913792.240669, Epoch 5.0 ended. Steps: 60
1720913793.758691, Evaluate
1720913796.341296, Epoch 5.0. Saved. Steps: 60
1720913796.342527, End training
1720913797.732890, Evaluate
1720913797.733221, Exit
