1720911107.938285, start program
1720911120.838963, after load data
1720911126.621331, Start training
1720911134.811885, Epoch 1.0 ended. Steps: 12
1720911136.308440, Evaluate
1720911139.024030, Epoch 1.0. Saved. Steps: 12
1720911146.458463, Epoch 2.0 ended. Steps: 24
1720911147.952227, Evaluate
1720911150.639875, Epoch 2.0. Saved. Steps: 24
1720911158.081755, Epoch 3.0 ended. Steps: 36
1720911159.527163, Evaluate
1720911162.218412, Epoch 3.0. Saved. Steps: 36
1720911169.690892, Epoch 4.0 ended. Steps: 48
1720911171.045869, Evaluate
1720911173.715429, Epoch 4.0. Saved. Steps: 48
1720911181.185448, Epoch 5.0 ended. Steps: 60
1720911182.719504, Evaluate
1720911185.429617, Epoch 5.0. Saved. Steps: 60
1720911185.431045, End training
1720911187.068254, Evaluate
1720911187.068582, Exit
