1720357025.666654, start program
1720357033.130128, after load data
1720357037.149656, Start training
1720357045.004236, Epoch 2.0 ended. Steps: 24
1720357046.467029, Evaluate
1720357048.080926, Epoch 2.0. Saved. Steps: 24
1720357055.515998, Epoch 3.0 ended. Steps: 36
1720357056.832859, Evaluate
1720357058.472283, Epoch 3.0. Saved. Steps: 36
1720357065.860363, Epoch 4.0 ended. Steps: 48
1720357067.404925, Evaluate
1720357069.010025, Epoch 4.0. Saved. Steps: 48
1720357076.431545, Epoch 5.0 ended. Steps: 60
1720357078.015669, Evaluate
1720357079.634755, Epoch 5.0. Saved. Steps: 60
1720357079.635775, End training
1720357081.236511, Evaluate
