1720920132.564350, start program
1720920140.230382, after load data
1720920146.539219, Start training
1720920154.664031, Epoch 2.0 ended. Steps: 24
1720920156.200439, Evaluate
1720920158.876002, Epoch 2.0. Saved. Steps: 24
1720920166.354992, Epoch 3.0 ended. Steps: 36
1720920167.857445, Evaluate
1720920170.481427, Epoch 3.0. Saved. Steps: 36
1720920177.968236, Epoch 4.0 ended. Steps: 48
1720920179.415026, Evaluate
1720920182.035104, Epoch 4.0. Saved. Steps: 48
1720920189.534354, Epoch 5.0 ended. Steps: 60
1720920190.991799, Evaluate
1720920193.592281, Epoch 5.0. Saved. Steps: 60
1720920193.593437, End training
1720920195.313803, Evaluate
1720920195.314141, Exit
