1720920393.549088, start program
1720920406.550493, after load data
1720920412.282229, Start training
1720920420.398882, Epoch 1.0 ended. Steps: 12
1720920422.028862, Evaluate
1720920424.749939, Epoch 1.0. Saved. Steps: 12
1720920432.175402, Epoch 2.0 ended. Steps: 24
1720920432.175498, Exit
