1720353525.653281, start program
1720353538.684832, after load data
1720353542.318471, Start training
1720353550.247453, Epoch 1.0 ended. Steps: 12
1720353551.921137, Evaluate
1720353553.617424, Epoch 1.0. Saved. Steps: 12
1720353561.034294, Epoch 2.0 ended. Steps: 24
1720353562.597740, Evaluate
1720353564.289195, Epoch 2.0. Saved. Steps: 24
1720353571.705510, Epoch 3.0 ended. Steps: 36
1720353573.209281, Evaluate
1720353574.858279, Epoch 3.0. Saved. Steps: 36
1720353582.246412, Epoch 4.0 ended. Steps: 48
1720353583.633660, Evaluate
1720353585.364536, Epoch 4.0. Saved. Steps: 48
1720353592.805547, Epoch 5.0 ended. Steps: 60
1720353594.497620, Evaluate
1720353596.185654, Epoch 5.0. Saved. Steps: 60
1720353596.186509, End training
1720353597.397790, Evaluate
