1720351164.709090, start program
1720351177.069467, after load data
1720351180.694487, Start training
1720351188.623325, Epoch 1.0 ended. Steps: 12
1720351190.048658, Evaluate
1720351191.716932, Epoch 1.0. Saved. Steps: 12
1720351199.104882, Epoch 2.0 ended. Steps: 24
1720351200.708508, Evaluate
1720351202.417115, Epoch 2.0. Saved. Steps: 24
1720351209.796611, Epoch 3.0 ended. Steps: 36
1720351211.409482, Evaluate
1720351213.064841, Epoch 3.0. Saved. Steps: 36
1720351220.473688, Epoch 4.0 ended. Steps: 48
1720351222.139811, Evaluate
1720351223.837925, Epoch 4.0. Saved. Steps: 48
1720351231.270058, Epoch 5.0 ended. Steps: 60
1720351232.984830, Evaluate
1720351234.669424, Epoch 5.0. Saved. Steps: 60
1720351234.670262, End training
1720351236.052171, Evaluate
