1720350756.244133, start program
1720350769.041389, after load data
1720350772.778338, Start training
1720350780.681039, Epoch 1.0 ended. Steps: 12
1720350782.079543, Evaluate
1720350783.737008, Epoch 1.0. Saved. Steps: 12
1720350791.117127, Epoch 2.0 ended. Steps: 24
1720350792.780696, Evaluate
1720350794.476831, Epoch 2.0. Saved. Steps: 24
1720350801.822742, Epoch 3.0 ended. Steps: 36
1720350803.444688, Evaluate
1720350805.137929, Epoch 3.0. Saved. Steps: 36
1720350812.553683, Epoch 4.0 ended. Steps: 48
1720350813.981792, Evaluate
1720350815.701074, Epoch 4.0. Saved. Steps: 48
1720350823.089747, Epoch 5.0 ended. Steps: 60
1720350824.785861, Evaluate
1720350826.475827, Epoch 5.0. Saved. Steps: 60
1720350826.476714, End training
1720350827.937831, Evaluate
