1720357534.127762, start program
1720357547.025371, after load data
1720357550.638283, Start training
1720357558.594495, Epoch 1.0 ended. Steps: 12
1720357560.201779, Evaluate
1720357561.865422, Epoch 1.0. Saved. Steps: 12
1720357569.285488, Epoch 2.0 ended. Steps: 24
1720357570.990834, Evaluate
1720357572.651069, Epoch 2.0. Saved. Steps: 24
1720357580.082601, Epoch 3.0 ended. Steps: 36
1720357581.537533, Evaluate
1720357583.243080, Epoch 3.0. Saved. Steps: 36
1720357590.645334, Epoch 4.0 ended. Steps: 48
1720357592.172217, Evaluate
1720357593.893065, Epoch 4.0. Saved. Steps: 48
1720357601.302312, Epoch 5.0 ended. Steps: 60
1720357603.071745, Evaluate
1720357604.779784, Epoch 5.0. Saved. Steps: 60
1720357604.780643, End training
1720357606.126702, Evaluate
