1720352835.046829, start program
1720352846.619246, after load data
1720352850.270067, Start training
1720352858.180905, Epoch 1.0 ended. Steps: 12
1720352859.603175, Evaluate
1720352861.281771, Epoch 1.0. Saved. Steps: 12
1720352868.702689, Epoch 2.0 ended. Steps: 24
1720352870.319412, Evaluate
1720352872.039620, Epoch 2.0. Saved. Steps: 24
1720352879.463541, Epoch 3.0 ended. Steps: 36
1720352880.649471, Evaluate
1720352882.318864, Epoch 3.0. Saved. Steps: 36
1720352889.729378, Epoch 4.0 ended. Steps: 48
1720352890.948016, Evaluate
1720352892.649635, Epoch 4.0. Saved. Steps: 48
1720352900.048319, Epoch 5.0 ended. Steps: 60
1720352901.732309, Evaluate
1720352903.428662, Epoch 5.0. Saved. Steps: 60
1720352903.429510, End training
1720352905.032955, Evaluate
