1720352561.506976, start program
1720352573.328698, after load data
1720352576.952095, Start training
1720352584.871217, Epoch 1.0 ended. Steps: 12
1720352586.307677, Evaluate
1720352587.957317, Epoch 1.0. Saved. Steps: 12
1720352595.335953, Epoch 2.0 ended. Steps: 24
1720352596.848565, Evaluate
1720352598.538779, Epoch 2.0. Saved. Steps: 24
1720352605.948014, Epoch 3.0 ended. Steps: 36
1720352607.467552, Evaluate
1720352609.133780, Epoch 3.0. Saved. Steps: 36
1720352616.538432, Epoch 4.0 ended. Steps: 48
1720352618.067845, Evaluate
1720352619.795695, Epoch 4.0. Saved. Steps: 48
1720352627.206916, Epoch 5.0 ended. Steps: 60
1720352628.694786, Evaluate
1720352630.369172, Epoch 5.0. Saved. Steps: 60
1720352630.370044, End training
1720352631.545211, Evaluate
